identifiant;nom;prenom;sexe;adresse;club;annee_naissance;licence
48010;CARDOSA;MYRTA;F;Saint Brieuc;ASPTT St Brieuc;1985;303150
48011;CARDELLI;MYESHA;F;Paris;;1986;
48012;CARBINE;MITSUE;F;Chantepie;;1987;
48013;CARATHERS;MINTA;F;Cesson Sevigne;Athletic club cessonais;1988;303153
48014;CARAKER;MERTIE;F;Thorigne;;1989;
48015;CARACCI;MARGY;F;Vezin;;1990;
48016;CAPUCHIN;MAHALIA;F;Le Rheu;;1991;
48017;CAPPELLETTI;MADALENE;F;Fougeres;ASPTT Fougeres;1992;303157
48018;CAPISTRAN;LOVE;F;Dinan;;1993;
48019;CAPDEVILLE;LOURA;F;Pont Pean;;1994;
48020;CAPARROS;LOREAN;F;Pont Rean;;1995;
48021;CANUTE;LEWIS;F;Chateaugiron;;1996;
48022;CANTE;LESHA;F;Rennes;SRA;1997;303162
48023;CANIZARES;LEONIDA;F;Cesson Sevigne;;1998;
48024;CANEL;LENITA;F;Rennes;SRA;1999;303164
48025;CANCLINI;LAVONE;F;Romille;;2000;
48026;CANCINO;LASHELL;F;Chateaubourg;;1983;
48027;CAMPUS;LASHANDRA;F;Nantes;Nantes Metropole Athletisme;1984;303167
48028;CAMPISE;LAMONICA;F;Paris;;1985;
48029;CAMPEN;KIMBRA;F;Saint Brieuc;;1986;
48030;CAMMARANO;KATHERINA;F;Brest;;1987;
48031;CAMILLI;KARRY;F;Morlaix;;1988;
48032;CAMIC;KANESHA;F;Quimper;;1989;
48033;CAMEY;JULIO;F;Bruz;;1990;
48034;CALWELL;JONG;F;Chartres de Bretagne;EACB;1991;303174
48035;CALVEY;JENEVA;F;Chantepie;;1992;
48036;CALVARY;JAQUELYN;F;Saint Erblon;;1993;
48037;CALLO;HWA;F;La Meziere;;1994;
48038;CALLINAN;GILMA;F;Montgermont;;1995;
48039;CALLAIS;GHISLAINE;F;Bourgbarre;;1996;
48040;CALIZO;GERTRUDIS;F;Orgeres;;1997;
48041;CALIXTO;FRANSISCA;F;Montfort;;1998;
48042;CALISTO;FERMINA;F;Iffendic;;1999;
48043;CALIP;ETTIE;F;Melesse;;2000;
48044;CALIBUSO;ETSUKO;F;Bruz;;1996;
48045;CAIRA;ELLIS;F;Saint Malo;;1997;
48046;CAHILLANE;ELLAN;F;Dinard;;1998;
48047;CAHALANE;ELIDIA;F;Angers;;1999;
48048;CAHAL;EDRA;F;Brest;;2000;
48049;CAFFERY;DORETHEA;F;Nantes;;1963;
48050;CAFFARELLI;DOREATHA;F;Pace;;1965;
48051;CAFARELLI;DENYSE;F;Vern;;1969;
48052;CADLETT;DENNY;F;Mordelles;;1961;
48053;CACCIATORI;DEETTA;F;Saint Brieuc;;1951;
48054;CABEBE;DAINE;F;Paris;Racing club;1955;303194
48055;BYUS;CYRSTAL;F;Chantepie;;1957;
48056;BYRNSIDE;CORRIN;F;Cesson Sevigne;;1947;
48057;BYRER;CAYLA;F;Thorigne;;1970;
48058;BYONE;CARLITA;F;Vezin;;1971;
48059;BUZA;CAMILA;F;Le Rheu;;1972;
48060;BUTTRUM;BURMA;F;Fougeres;;1973;
48061;BUTTEL;BULA;F;Dinan;;1974;
48062;BUTREMOVIC;BUENA;F;Pont Pean;;1975;
48063;BUTANDA;BLAKE;F;Pont Rean;;1975;
48064;BUSTIN;BARABARA;F;Chateaugiron;;1976;
48065;BUSSEN;AVRIL;F;Rennes;EARTA;1976;303205
48066;BUSHLEN;AUSTIN;F;Cesson Sevigne;;1977;
48067;BUSHART;ALAINE;F;Rennes;;1977;
48068;BURTCHELL;ZANA;F;Romille;;1978;
48069;BURREL;WILHEMINA;F;Chateaubourg;;1979;
48070;BURNARD;WANETTA;F;Nantes;;1980;
48071;BURLETT;VIRGIL;F;Paris;;1981;
48072;BURKEEN;VI ;F;Saint Brieuc;;1978;
48073;BURCE;VERONIKA;F;Brest;;1979;
48074;BUOTE;VERNON;F;Morlaix;;1980;
48075;BUNYAN;VERLINE;F;Quimper;ASPTT Quimper;1981;303215
48076;BUNTROCK;VASILIKI;F;Bruz;Bruz Athletisme;1982;303216
48077;BUNCK;TONITA;F;Chartres de Bretagne;Esperance Chartres de Bretagne;1983;303217
48078;BUMPAS;TISA;F;Chantepie;;1984;
48079;BULLERI;TEOFILA;F;Saint Erblon;;1985;
48080;BUGLIONE;TAYNA;F;La Meziere;Agile Talon;1986;303220
48081;BUGGE;TAUNYA;F;Montgermont;;1987;
48082;BUETER;TANDRA;F;Bourgbarre;;1988;
48083;BUERK;TAKAKO;F;Orgeres;Jogging Loisir Orgeres;1989;303223
48084;BUENGER;SUNNI;F;Montfort;EAPB;1990;303224
48085;BUEHRLE;SUANNE;F;Iffendic;;1982;
48086;BUECHELE;SIXTA;F;Melesse;JA Melesse Athletisme;1983;303226
48087;BUDROW;SHARELL;F;Bruz;;1984;
48088;BUDDENHAGEN;SEEMA;F;Saint Malo;CJF St Malo;1985;303228
48089;BUCOLO;RUSSELL;F;Dinard;;1986;
48090;BUCHENAU;ROSENDA;F;Angers;Anjou Athletisme;1987;303230
48091;BUCCO;ROBENA;F;Brest;Stade Brestois;1988;303231
48092;BUCCINO;RAYMONDE;F;Nantes;;1989;
48093;BUBAR;PEI;F;Pace;SRA;1990;303233
48094;BRUZAS;PAMILA;F;Vern;;1991;
48095;BRUTSCH;OZELL;F;Mordelles;;1992;
48096;BRUSCHKE;NEIDA;F;Saint Brieuc;ASPTT St Brieuc;1993;303236
48097;BRUNOT;NEELY;F;Paris;;1994;
48098;BRUNGARD;MISTIE;F;Chantepie;;1995;
48099;BRUND;MICHA;F;Cesson Sevigne;Athletic club cessonais;1996;303239
48100;BRUENDER;MERISSA;F;Thorigne;;1997;
48101;BRUCKS;MAURITA;F;Vezin;;1998;
48102;BRUCHEY;MARYLN;F;Le Rheu;;1999;
48103;BROZOWSKI;MARYETTA;F;Fougeres;ASPTT Fougeres;2000;303243
48104;BROWND;MARSHALL;F;Dinan;;1983;
48105;BROTHERN;MARCELL;F;Pont Pean;;1984;
48106;BROOMHEAD;MALENA;F;Pont Rean;;1985;
48107;BRONW;MAKEDA;F;Chateaugiron;;1986;
48108;BROM;MADDIE;F;Rennes;SRA;1987;303248
48109;BROG;LOVETTA;F;Cesson Sevigne;;1988;
48110;BRODIGAN;LOURIE;F;Rennes;SRA;1989;303250
48111;BROCKHAUS;LORRINE;F;Romille;;1990;
48112;BROCKEL;LORILEE;F;Chateaubourg;;1991;
48113;BROADAWAY;LESTER;F;Nantes;Nantes Metropole Athletisme;1992;303253
48114;BRLETICH;LAURENA;F;Paris;;1993;
48115;BRISTON;LASHAY;F;Saint Brieuc;;1994;
48116;BRISSETT;LARRAINE;F;Brest;;1995;
48117;BRINES;LAREE;F;Morlaix;;1996;
48118;BRILLON;LACRESHA;F;Quimper;;1997;
48119;BRILLIANT;KRISTLE;F;Bruz;;1998;
48120;BRIGHTBILL;KRISHNA;F;Chartres de Bretagne;EACB;1999;303260
48121;BRIGGES;KEVA;F;Chantepie;;2000;
48122;BRIEL;KEIRA;F;Saint Erblon;;1996;
48123;BRESCIANI;KAROLE;F;La Meziere;;1997;
48124;BRENTS;JOIE;F;Montgermont;;1998;
48125;BREITMEYER;JINNY;F;Bourgbarre;;1999;
48126;BREITHAUPT;JEANNETTA;F;Orgeres;;2000;
48127;BREIDENTHAL;JAMA;F;Montfort;;1963;
48128;BREDEN;HEIDY;F;Iffendic;;1965;
48129;BREDEMEIER;GILBERTE;F;Melesse;;1969;
48130;BRECKINRIDGE ;GEMA;F;Bruz;;1961;
48131;BRECHEISEN;FAVIOLA;F;Saint Malo;;1951;
48132;BRECHEEN;EVELYNN;F;Dinard;;1955;
48133;BREAZEAL;ENDA;F;Angers;;1957;
48134;BREAM;ELLI;F;Brest;;1947;
48135;BRAZZEL;ELLENA;F;Nantes;;1970;
48136;BRAWDY;DIVINA;F;Pace;;1971;
48137;BRAVE;DAGNY;F;Vern;;1972;
48138;BRASHERS;COLLENE;F;Mordelles;;1973;
48139;BRANZ;CODI;F;Saint Brieuc;;1974;
48140;BRANYON;CINDIE;F;Paris;Racing club;1975;303280
48141;BRANTZ;CHASSIDY;F;Chantepie;;1975;
48142;BRANNAM;CHASIDY;F;Cesson Sevigne;;1976;
48143;BRANKOVICH;CATRICE;F;Thorigne;;1976;
48144;BRANDLE;CATHERINA;F;Vezin;;1977;
48145;BRANCHAUD;CASSEY;F;Le Rheu;;1977;
48146;BRANCA;CAROLL;F;Fougeres;;1978;
48147;BRAMLEY;CARLENA;F;Dinan;;1979;
48148;BRAMANTE;CANDRA;F;Pont Pean;;1980;
48149;BRAMALL;CALISTA;F;Pont Rean;;1981;
48150;BRAKEMAN;BRYANNA;F;Chateaugiron;;1978;
48151;BRADBY;BRITTENY;F;Rennes;EARTA;1979;303291
48152;BOZZO;BEULA;F;Cesson Sevigne;;1980;
48153;BOZELLE;BARI;F;Rennes;;1981;
48154;BOYARSKI;AUDRIE;F;Romille;;1982;
48155;BOWLINE;AUDRIA;F;Chateaubourg;;1983;
48156;BOWEY;ARDELIA;F;Nantes;;1984;
48157;BOWERIZE;ANNELLE;F;Paris;;1985;
48158;BOWDON;ANGILA;F;Saint Brieuc;;1986;
48159;BOWDLER;ALONA;F;Brest;;1987;
48160;BOUTROS;ALLYN;F;Morlaix;;1988;
48161;BOUTEN;MARY;F;Quimper;ASPTT Quimper;1989;303301
48162;BOURDIER;PATRICIA;F;Bruz;Bruz Athletisme;1990;303302
48163;BOURAS;LINDA;F;Chartres de Bretagne;Esperance Chartres de Bretagne;1982;303303
48164;BOUFFORD;BARBARA;F;Chantepie;;1983;
48165;BOTTEX;ELIZABETH;F;Saint Erblon;;1984;
48166;BOTTEMILLER;JENNIFER;F;La Meziere;Agile Talon;1985;303306
48167;BOTHMAN;MARIA;F;Montgermont;;1986;
48168;BOTCHER;SUSAN;F;Bourgbarre;;1987;
48169;BOSHERS;MARGARET;F;Orgeres;Jogging Loisir Orgeres;1988;303309
48170;BORRIS;DOROTHY;F;Montfort;EAPB;1989;303310
48171;BORNEMANN;LISA;F;Iffendic;;1990;
48172;BONUS;NANCY;F;Melesse;JA Melesse Athletisme;1991;303312
48173;BONNOT;KAREN;F;Bruz;;1992;
48174;BONIFANT;BETTY;F;Saint Malo;CJF St Malo;1993;303314
48175;BONGIARDINA;HELEN;F;Dinard;;1994;
48176;BONENBERGER;SANDRA;F;Angers;Anjou Athletisme;1995;303316
48177;BONASERA;DONNA;F;Brest;Stade Brestois;1996;303317
48178;BOLLIER;CAROL;F;Nantes;;1997;
48179;BOLAR;RUTH;F;Pace;SRA;1998;303319
48180;BOKMAN;SHARON;F;Vern;;1999;
48181;BOKANOVICH;MICHELLE;F;Mordelles;;2000;
48182;BOISSONNAULT ;LAURA;F;Saint Brieuc;ASPTT St Brieuc;1983;303322
48183;BOILES;SARAH;F;Paris;;1984;
48184;BOHRN;KIMBERLY;F;Chantepie;;1985;
48185;BOHLKE;DEBORAH;F;Cesson Sevigne;Athletic club cessonais;1986;303325
48186;BOGENSCHUTZ;JESSICA;F;Thorigne;;1987;
48187;BOGEL;SHIRLEY;F;Vezin;;1988;
48188;BOGDA;CYNTHIA;F;Le Rheu;;1989;
48189;BOEVERS;ANGELA;F;Fougeres;ASPTT Fougeres;1990;303329
48190;BOEVER;MELISSA;F;Dinan;;1991;
48191;BOENDER;BRENDA;F;Pont Pean;;1992;
48192;BOEHRINGER;AMY;F;Pont Rean;;1993;
48193;BOEHNE;ANNA;F;Chateaugiron;;1994;
48194;BODOR;REBECCA;F;Rennes;SRA;1995;303334
48195;BODDA;VIRGINIA;F;Cesson Sevigne;;1996;
48196;BODAK;KATHLEEN;F;Rennes;SRA;1997;303336
48197;BOCKER;PAMELA;F;Romille;;1998;
48198;BOCKENKAMP;MARTHA;F;Chateaubourg;;1999;
48199;BOCHE;DEBRA;F;Nantes;Nantes Metropole Athletisme;2000;303339
48200;BLYDEN;AMANDA;F;Paris;;1996;
48201;BLUTO;STEPHANIE;F;Saint Brieuc;;1997;
48202;BLUDWORTH;CAROLYN;F;Brest;;1998;
48203;BLOXSOM;CHRISTINE;F;Morlaix;;1999;
48204;BLOMSTROM;MARIE;F;Quimper;;2000;
48205;BLOISE;JANET;F;Bruz;;1963;
48206;BLOEBAUM;CATHERINE;F;Chartres de Bretagne;EACB;1965;303346
48207;BLIER;FRANCES;F;Chantepie;;1969;
48208;BLEIWEISS;ANN;F;Saint Erblon;;1961;
48209;BLEGEN;JOYCE;F;La Meziere;;1951;
48210;BLEACHER;DIANE;F;Montgermont;;1955;
48211;BLAUM;ALICE;F;Bourgbarre;;1957;
48212;BLASZ;JULIE;F;Orgeres;;1947;
48213;BLASINGIM;HEATHER;F;Montfort;;1970;
48214;BLASENGAME;TERESA;F;Iffendic;;1971;
48215;BLANDA;DORIS;F;Melesse;;1972;
48216;BLAGMAN;GLORIA;F;Bruz;;1973;
48217;BLACKSTAD;EVELYN;F;Saint Malo;;1974;
48218;BLACKHAM;JEAN;F;Dinard;;1975;
48219;BLACHE;CHERYL;F;Angers;;1975;
48220;BIXEL;MILDRED;F;Brest;;1976;
48221;BITTERS;KATHERINE;F;Nantes;;1976;
48222;BISSEGGER;JOAN;F;Pace;;1977;
48223;BISKER;ASHLEY;F;Vern;;1977;
48224;BISHOFF;JUDITH;F;Mordelles;;1978;
48225;BISARD;ROSE;F;Saint Brieuc;;1979;
48226;BIS;JANICE;F;Paris;Racing club;1980;303366
48227;BIRTWELL;KELLY;F;Chantepie;;1981;
48228;BIRLEY;NICOLE;F;Cesson Sevigne;;1978;
48229;BIRKENMEIER;JUDY;F;Thorigne;;1979;
48230;BIRKENHOLZ;CHRISTINA;F;Vezin;;1980;
48231;BIRKELAND;KATHY;F;Le Rheu;;1981;
48232;BIRDSEY;THERESA;F;Fougeres;;1982;
48233;BIRDO;BEVERLY;F;Dinan;;1983;
48234;BIRDINGROUND ;DENISE;F;Pont Pean;;1984;
48235;BINNER;TAMMY;F;Pont Rean;;1985;
48236;BILSBOROUGH;IRENE;F;Chateaugiron;;1986;
48237;BILLOT;JANE;F;Rennes;EARTA;1987;303377
48238;BILLOPS;LORI;F;Cesson Sevigne;;1988;
48239;BILLINGHAM;RACHEL;F;Rennes;;1989;
48240;BIGNEY;MARILYN;F;Romille;;1990;
48241;BIGG;ANDREA;F;Chateaubourg;;1982;
48242;BIENKOWSKI;KATHRYN;F;Nantes;;1983;
48243;BIENEK;LOUISE;F;Paris;;1984;
48244;BIELEFELD;SARA;F;Saint Brieuc;;1985;
48245;BIELEC;ANNE;F;Brest;;1986;
48246;BIDDIE;JACQUELINE;F;Morlaix;;1987;
48247;BICKELL;WANDA;F;Quimper;ASPTT Quimper;1988;303387
48248;BICHLER;BONNIE;F;Bruz;Bruz Athletisme;1989;303388
48249;BIBO;JULIA;F;Chartres de Bretagne;Esperance Chartres de Bretagne;1990;303389
48250;BIAVA;RUBY;F;Chantepie;;1991;
48251;BIAGI;LOIS;F;Saint Erblon;;1992;
48252;BIAGAS;TINA;F;La Meziere;Agile Talon;1993;303392
48253;BHAYANI;PHYLLIS;F;Montgermont;;1994;
48254;BEZ;NORMA;F;Bourgbarre;;1995;
48255;BEYENE;PAULA;F;Orgeres;Jogging Loisir Orgeres;1996;303395
48256;BEYDA;DIANA;F;Montfort;EAPB;1997;303396
48257;BEVELS;ANNIE;F;Iffendic;;1998;
48258;BETTNER;LILLIAN;F;Melesse;JA Melesse Athletisme;1999;303398
48259;BETTINSON;EMILY;F;Bruz;;2000;
48260;BETSON;ROBIN;F;Saint Malo;CJF St Malo;1983;303400
48261;BETO;PEGGY;F;Dinard;;1984;
48262;BESSIX;CRYSTAL;F;Angers;Anjou Athletisme;1985;303402
48263;BESSIRE;GLADYS;F;Brest;Stade Brestois;1986;303403
48264;BERTSCHY;RITA;F;Nantes;;1987;
48265;BERTOZZI;DAWN;F;Pace;SRA;1988;303405
48266;BERTONCINI;CONNIE;F;Vern;;1989;
48267;BERTELSON;FLORENCE;F;Mordelles;;1990;
48268;BERTEAU;TRACY;F;Saint Brieuc;ASPTT St Brieuc;1991;303408
48269;BERRONG;EDNA;F;Paris;;1992;
48270;BERRONES;TIFFANY;F;Chantepie;;1993;
48271;BERRINGER;CARMEN;F;Cesson Sevigne;Athletic club cessonais;1994;303411
48272;BERRIGAN;ROSA;F;Thorigne;;1995;
48273;BERNSEN;CINDY;F;Vezin;;1996;
48274;BERLINGERI;GRACE;F;Le Rheu;;1997;
48275;BERKEN;WENDY;F;Fougeres;ASPTT Fougeres;1998;303415
48276;BERKA;VICTORIA;F;Dinan;;1999;
48277;BERGES;EDITH;F;Pont Pean;;2000;
48278;BERGDORF;KIM;F;Pont Rean;;1996;
48279;BERGARA;SHERRY;F;Chateaugiron;;1997;
48280;BERGANT;SYLVIA;F;Rennes;SRA;1998;303420
48281;BERGAMINI;JOSEPHINE;F;Cesson Sevigne;;1999;
48282;BEREN;THELMA;F;Rennes;SRA;2000;303422
48283;BERDUGO;SHANNON;F;Romille;;1963;
48284;BERDINE;SHEILA;F;Chateaubourg;;1965;
48285;BERBERIAN;ETHEL;F;Nantes;Nantes Metropole Athletisme;1969;303425
48286;BENVENUTI;ELLEN;F;Paris;;1961;
48287;BENISH;ELAINE;F;Saint Brieuc;;1951;
48288;BENINCASE;MARJORIE;F;Brest;;1955;
48289;BENEK;CARRIE;F;Morlaix;;1957;
48290;BENEDITH;CHARLOTTE;F;Quimper;;1947;
48291;BENDAS;MONICA;F;Bruz;;1970;
48292;BENAK;ESTHER;F;Chartres de Bretagne;EACB;1971;303432
48293;BENA;PAULINE;F;Chantepie;;1972;
48294;BELTRAME;EMMA;F;Saint Erblon;;1973;
48295;BELSHEIM;JUANITA;F;La Meziere;;1974;
48296;BELOTTI;ANITA;F;Montgermont;;1975;
48297;BELLRICHARD;RHONDA;F;Bourgbarre;;1975;
48298;BELLEVILLE;HAZEL;F;Orgeres;;1976;
48299;BELILES;AMBER;F;Montfort;;1976;
48300;BELGRADE;EVA;F;Iffendic;;1977;
48301;BELCASTRO;DEBBIE;F;Melesse;;1977;
48302;BEKIUS;APRIL;F;Bruz;;1978;
48303;BEKHIT;LESLIE;F;Saint Malo;;1979;
48304;BEIGHTOL;CLARA;F;Dinard;;1980;
48305;BEHEL;LUCILLE;F;Angers;;1981;
48306;BEETZ;JAMIE;F;Brest;;1978;
48307;BEDSON;JOANNE;F;Nantes;;1979;
48308;BECZE;ELEANOR;F;Pace;;1980;
48309;BECKMEYER;VALERIE;F;Vern;;1981;
48310;BECKEY;DANIELLE;F;Mordelles;;1982;
48311;BECKERS;MEGAN;F;Saint Brieuc;;1983;
48312;BECKELHIMER;ALICIA;F;Paris;Racing club;1984;303452
48313;BECCUE;SUZANNE;F;Chantepie;;1985;
48314;BEBERWYK;MICHELE;F;Cesson Sevigne;;1986;
48315;BEBBER;GAIL;F;Thorigne;;1987;
48316;BEAMESDERFER ;BERTHA;F;Vezin;;1988;
48317;BEACOM;DARLENE;F;Le Rheu;;1989;
48318;BAZZLE;VERONICA;F;Fougeres;;1990;
48319;BAZIL;JILL;F;Dinan;;1982;
48320;BAYNHAM;ERIN;F;Pont Pean;;1983;
48321;BAYHONAN;GERALDINE;F;Pont Rean;;1984;
48322;BAYAS;LAUREN;F;Chateaugiron;;1985;
48323;BAWANY;CATHY;F;Rennes;EARTA;1986;303463
48324;BAVA;JOANN;F;Cesson Sevigne;;1987;
48325;BAUMGARDT;LORRAINE;F;Rennes;;1988;
48326;BAUERKEMPER;LYNN;F;Romille;;1989;
48327;BAUDRY;SALLY;F;Chateaubourg;;1990;
48328;BAUDINO;REGINA;F;Nantes;;1991;
48329;BATTKO;ERICA;F;Paris;;1992;
48330;BATTISTI;BEATRICE;F;Saint Brieuc;;1993;
48331;BATTA;DOLORES;F;Brest;;1994;
48332;BASSANO;BERNICE;F;Morlaix;;1995;
48333;BASKAS;AUDREY;F;Quimper;ASPTT Quimper;1996;303473
48334;BASELER;YVONNE;F;Bruz;Bruz Athletisme;1997;303474
48335;BASANTA;ANNETTE;F;Chartres de Bretagne;Esperance Chartres de Bretagne;1998;303475
48336;BARTUCCI;JUNE;F;Chantepie;;1999;
48337;BARTRON;SAMANTHA;F;Saint Erblon;;2000;
48338;BARTHOLD;MARION;F;La Meziere;Agile Talon;1983;303478
48339;BARTAMIAN;DANA;F;Montgermont;;1984;
48340;BARSALOU;STACY;F;Bourgbarre;;1985;
48341;BARRINEAU;ANA;F;Orgeres;Jogging Loisir Orgeres;1986;303481
48342;BARRIGER;RENEE;F;Montfort;EAPB;1987;303482
48343;BARRENECHE;IDA;F;Iffendic;;1988;
48344;BARKIE;VIVIAN;F;Melesse;JA Melesse Athletisme;1989;303484
48345;BARICH;ROBERTA;F;Bruz;;1990;
48346;BARDES;HOLLY;F;Saint Malo;CJF St Malo;1991;303486
48347;BARBANO;BRITTANY;F;Dinard;;1992;
48348;BARAL;MELANIE;F;Angers;Anjou Athletisme;1993;303488
48349;BARAGAR;LORETTA;F;Brest;Stade Brestois;1994;303489
48350;BAQUE;YOLANDA;F;Nantes;;1995;
48351;BANTHER;JEANETTE;F;Pace;SRA;1996;303491
48352;BANOME;LAURIE;F;Vern;;1997;
48353;BANNOWSKY;KATIE;F;Mordelles;;1998;
48354;BANKE;KRISTEN;F;Saint Brieuc;ASPTT St Brieuc;1999;303494
48355;BANIAGA;VANESSA;F;Paris;;2000;
48356;BANDLEY;ALMA;F;Chantepie;;1996;
48357;BANAHAN;SUE;F;Cesson Sevigne;Athletic club cessonais;1997;303497
48358;BANAAG;ELSIE;F;Thorigne;;1998;
48359;BAMBA;BETH;F;Vezin;;1999;
48360;BALTZER;JEANNE;F;Le Rheu;;2000;
48361;BALSTER;VICKI;F;Fougeres;ASPTT Fougeres;1963;303501
48362;BALNIS;CARLA;F;Dinan;;1965;
48363;BALKIN;TARA;F;Pont Pean;;1969;
48364;BALI;ROSEMARY;F;Pont Rean;;1961;
48365;BALFE;EILEEN;F;Chateaugiron;;1951;
48366;BALERIO;TERRI;F;Rennes;SRA;1955;303506
48367;BALENT;GERTRUDE;F;Cesson Sevigne;;1957;
48368;BALDYGA;LUCY;F;Rennes;SRA;1947;303508
48369;BALDOR;TONYA;F;Romille;;1970;
48370;BALDINGER;ELLA;F;Chateaubourg;;1971;
48371;BALDASSANO;STACEY;F;Nantes;Nantes Metropole Athletisme;1972;303511
48372;BALDACCI;WILMA;F;Paris;;1973;
48373;BALANOFF;GINA;F;Saint Brieuc;;1974;
48374;BALADO;KRISTIN;F;Brest;;1975;
48375;BALABAN;JESSIE;F;Morlaix;;1975;
48376;BALAAM;NATALIE;F;Quimper;;1976;
48377;BAKES;AGNES;F;Bruz;;1976;
48378;BAJWA;VERA;F;Chartres de Bretagne;EACB;1977;303518
48379;BAISCH;WILLIE;F;Chantepie;;1977;
48380;BAHNSEN;CHARLENE;F;Saint Erblon;;1978;
48381;BAHLS;BESSIE;F;La Meziere;;1979;
48382;BAHLER;DELORES;F;Montgermont;;1980;
48383;BAHAMONDE;MELINDA;F;Bourgbarre;;1981;
48384;BAGDASARIAN;PEARL;F;Orgeres;;1978;
48385;BAGAOISAN;ARLENE;F;Montfort;;1979;
48386;BAFIA;MAUREEN;F;Iffendic;;1980;
48387;BAESE;COLLEEN;F;Melesse;;1981;
48388;BADOLATO;ALLISON;F;Bruz;;1982;
48389;BADO;TAMARA;F;Saint Malo;;1983;
48390;BADDER;JOY;F;Dinard;;1984;
48391;BACURIN;GEORGIA;F;Angers;;1985;
48392;BACKERS;CONSTANCE;F;Brest;;1986;
48393;BACHOR;LILLIE;F;Nantes;;1987;
48394;BABE;CLAUDIA;F;Pace;;1988;
48395;BABBIT;JACKIE;F;Vern;;1989;
48396;BABAUTA;MARCIA;F;Mordelles;;1990;
48397;BAADSGAARD;TANYA;F;Saint Brieuc;;1982;
48398;AZZARA;NELLIE;F;Paris;Racing club;1983;303538
48399;AZEBEDO;MINNIE;F;Chantepie;;1984;
48400;AVRIL;MARLENE;F;Cesson Sevigne;;1985;
48401;AVELLO;HEIDI;F;Thorigne;;1986;
48402;AVELINE;GLENDA;F;Vezin;;1987;
48403;AUTHUR;LYDIA;F;Le Rheu;;1988;
48404;AUSBY;VIOLA;F;Fougeres;;1989;
48405;AURICCHIO;COURTNEY;F;Dinan;;1990;
48406;AUNA;MARIAN;F;Pont Pean;;1991;
48407;AUKERMAN;STELLA;F;Pont Rean;;1992;
48408;AUCKERMAN;CAROLINE;F;Chateaugiron;;1993;
48409;AUCK;DORA;F;Rennes;EARTA;1994;303549
48410;AUBLE;JO ;F;Cesson Sevigne;;1995;
48411;ATTERSON;VICKIE;F;Rennes;;1996;
48412;ATTARD;MATTIE;F;Romille;;1997;
48413;ASWEGAN;TERRY;F;Chateaubourg;;1998;
48414;ASTE;MAXINE;F;Nantes;;1999;
48415;ASTA;IRMA;F;Paris;;2000;
48416;ASSAF;MABEL;F;Saint Brieuc;;1983;
48417;ASPEN;MARSHA;F;Brest;;1984;
48418;ASKEN;MYRTLE;F;Morlaix;;1985;
48419;ASIF;LENA;F;Quimper;ASPTT Quimper;1986;303559
48420;ASIEDU;CHRISTY;F;Bruz;Bruz Athletisme;1987;303560
48421;ASHNER;DEANNA;F;Chartres de Bretagne;Esperance Chartres de Bretagne;1988;303561
48422;ASEL;PATSY;F;Chantepie;;1989;
48423;ASCHENBACH;HILDA;F;Saint Erblon;;1990;
48424;ARVAY;GWENDOLYN;F;La Meziere;Agile Talon;1991;303564
48425;ARVAN;JENNIE;F;Montgermont;;1992;
48426;ARTUS;NORA;F;Bourgbarre;;1993;
48427;ARTLEY;MARGIE;F;Orgeres;Jogging Loisir Orgeres;1994;303567
48428;ARROLLO;NINA;F;Montfort;EAPB;1995;303568
48429;AROYO;CASSANDRA;F;Iffendic;;1996;
48430;ARONOV;LEAH;F;Melesse;JA Melesse Athletisme;1997;303570
48431;AROMIN;PENNY;F;Bruz;;1998;
48432;ARNSWORTH;KAY;F;Saint Malo;CJF St Malo;1999;303572
48433;ARNSPIGER;PRISCILLA;F;Dinard;;2000;
48434;ARNN;NAOMI;F;Angers;Anjou Athletisme;1996;303574
48435;ARMANT;CAROLE;F;Brest;Stade Brestois;1997;303575
48436;ARINGTON;BRANDY;F;Nantes;;1998;
48437;ARGUBRIGHT;OLGA;F;Pace;SRA;1999;303577
48438;ARENTZ;BILLIE;F;Vern;;2000;
48439;ARCORACI;DIANNE;F;Mordelles;;1963;
48440;ARBUTHNOT;TRACEY;F;Saint Brieuc;ASPTT St Brieuc;1965;303580
48441;ARBO;LEONA;F;Paris;;1969;
48442;AQUILINA;JENNY;F;Chantepie;;1961;
48443;AQUILERA;FELICIA;F;Cesson Sevigne;Athletic club cessonais;1951;303583
48444;APT;SONIA;F;Thorigne;;1955;
48445;APSEY;MIRIAM;F;Vezin;;1957;
48446;APPOLONIA;VELMA;F;Le Rheu;;1947;
48447;APOLLO;BECKY;F;Fougeres;ASPTT Fougeres;1970;303587
48448;APANA;BOBBIE;F;Dinan;;1971;
48449;ANTISTA;VIOLET;F;Pont Pean;;1972;
48450;ANSHUTZ;KRISTINA;F;Pont Rean;;1973;
48451;ANON;TONI;F;Chateaugiron;;1974;
48452;ANNO;MISTY;F;Rennes;SRA;1975;303592
48453;ANNALA;MAE;F;Cesson Sevigne;;1975;
48454;ANKLAM;SHELLY;F;Rennes;SRA;1976;303594
48455;ANGOLD;DAISY;F;Romille;;1976;
48456;ANGELONE;RAMONA;F;Chateaubourg;;1977;
48457;ANGELINE;SHERRI;F;Nantes;Nantes Metropole Athletisme;1977;303597
48458;ANGELETTI;ERIKA;F;Paris;;1978;
